id	teruletid	novenyid	ev	termes
1247	55	6	2004	2
1248	55	9	2005	15
1249	55	2	2006	2
1250	55	6	2007	4
1251	55	5	2008	3
1252	55	2	2009	9
1253	55	1	2010	7
1254	55	7	2011	15
1255	55	11	2012	8
1256	55	12	2013	3
1257	55	12	2014	13
1258	55	4	2015	4
1259	55	12	2016	2
1260	55	4	2017	2
1261	55	8	2018	3
1262	55	12	2019	5
1263	55	2	2020	9
1264	55	2	2021	10
1265	55	1	2022	3
1266	56	8	2000	3
1267	56	4	2001	12
1268	56	12	2002	14
1269	56	13	2003	13
1270	56	11	2004	5
1271	56	11	2005	6
1272	56	5	2006	11
1273	56	10	2007	10
1274	56	1	2008	11
1275	56	2	2009	12
1276	56	9	2010	4
1277	56	6	2011	8
1278	56	5	2012	9
1279	56	1	2013	1
1280	56	13	2014	3
1281	56	12	2015	9
1282	56	7	2016	10
1283	56	5	2017	1
1284	56	3	2018	14
1285	56	8	2019	8
1286	56	7	2020	11
1287	56	1	2021	9
1288	56	8	2022	6
1289	57	4	2000	12
1290	57	13	2001	7
1291	57	8	2002	5
1292	57	5	2003	3
1293	57	9	2004	13
1294	57	6	2005	5
1295	57	9	2006	11
1296	57	8	2007	15
1297	57	9	2008	5
1298	57	5	2009	10
1299	57	13	2010	13
1300	57	6	2011	4
1301	57	1	2012	10
1302	57	2	2013	10
1303	57	3	2014	15
1304	57	6	2015	9
1305	57	4	2016	9
1306	57	10	2017	10
1307	57	7	2018	14
1308	57	8	2019	13
1309	57	7	2020	10
1310	57	9	2021	11
1311	57	8	2022	0
1312	58	5	2000	3
1313	58	6	2001	11
1314	58	11	2002	4
1315	58	1	2003	10
1316	58	10	2004	6
1317	58	1	2005	12
1318	58	4	2006	1
1319	58	5	2007	8
1320	58	1	2008	14
1321	58	10	2009	5
1322	58	8	2010	14
1323	58	7	2011	10
1324	58	11	2012	15
1325	58	1	2013	9
1326	58	2	2014	10
1327	58	13	2015	7
1328	58	6	2016	12
1329	58	11	2017	10
1330	58	13	2018	15
1331	58	3	2019	9
1332	58	12	2020	1
1333	58	13	2021	12
1334	58	1	2022	7
1335	59	7	2000	12
1336	59	13	2001	11
1337	59	7	2002	4
1338	59	11	2003	11
1339	59	6	2004	0
1340	59	8	2005	7
1341	59	11	2006	3
1342	59	2	2007	0
1343	59	7	2008	6
1344	59	1	2009	0
1345	59	12	2010	2
1346	59	12	2011	3
1347	59	12	2012	12
1348	59	7	2013	7
1349	59	6	2014	7
1350	59	2	2015	9
1351	59	11	2016	14
1352	59	8	2017	5
1353	59	11	2018	4
1354	59	3	2019	11
1355	59	7	2020	5
1356	59	3	2021	11
1357	59	13	2022	13
1358	60	10	2000	14
1359	60	3	2001	15
1360	60	7	2002	3
1361	60	7	2003	15
1362	60	3	2004	12
1363	60	12	2005	10
1364	60	11	2006	4
1365	60	10	2007	5
1366	60	12	2008	6
1367	60	2	2009	6
1368	60	7	2010	2
1369	60	7	2011	5
1370	60	4	2012	9
1371	60	6	2013	9
1372	60	1	2014	3
1373	60	7	2015	11
1374	60	1	2016	9
1375	60	10	2017	5
1376	60	2	2018	4
1377	60	13	2019	8
1378	60	9	2020	12
1379	60	5	2021	4
1380	60	1	2022	2
1381	61	12	2000	6
1382	61	7	2001	0
1383	61	2	2002	11
1384	61	4	2003	14
1385	61	2	2004	7
1386	61	7	2005	11
1387	61	5	2006	2
1388	61	5	2007	12
1389	61	11	2008	7
1390	61	10	2009	0
1391	61	1	2010	5
1392	61	10	2011	2
1393	61	13	2012	2
1394	61	6	2013	5
1395	61	13	2014	0
1396	61	13	2015	8
1397	61	10	2016	11
1398	61	13	2017	11
1399	61	3	2018	14
1400	61	11	2019	3
1401	61	5	2020	11
1402	61	12	2021	6
1403	61	8	2022	7
1404	62	6	2000	2
1405	62	12	2001	4
1406	62	8	2002	10
1407	62	4	2003	15
1408	62	1	2004	5
1409	62	2	2005	8
1410	62	6	2006	15
1411	62	13	2007	2
1412	62	13	2008	12
1413	62	6	2009	8
1414	62	2	2010	8
1415	62	2	2011	2
1416	62	6	2012	0
1417	62	11	2013	3
1418	62	10	2014	10
1419	62	6	2015	14
1420	62	4	2016	4
1421	62	11	2017	12
1422	62	10	2018	15
1423	62	10	2019	3
1424	62	8	2020	4
1425	62	5	2021	4
1426	62	3	2022	6
1427	63	5	2000	4
1428	63	13	2001	3
1429	63	10	2002	1
1430	63	1	2003	0
1431	63	4	2004	1
1432	63	12	2005	0
1433	63	10	2006	11
1434	63	4	2007	14
1435	63	13	2008	12
1436	63	5	2009	9
1437	63	10	2010	10
1438	63	11	2011	6
1439	63	9	2012	6
1440	63	10	2013	11
1441	63	9	2014	3
1442	63	4	2015	10
1443	63	11	2016	10
1444	63	13	2017	13
1445	63	11	2018	5
1446	63	7	2019	8
1447	63	7	2020	9
1448	63	6	2021	0
1449	63	9	2022	15
1450	64	2	2000	7
1451	64	12	2001	11
1452	64	5	2002	6
1453	64	3	2003	1
1454	64	5	2004	1
1455	64	6	2005	2
1456	64	1	2006	8
1457	64	13	2007	14
1458	64	1	2008	14
1459	64	12	2009	13
1460	64	13	2010	11
1461	64	4	2011	12
1462	64	10	2012	6
1463	64	8	2013	10
1464	64	1	2014	15
1465	64	2	2015	7
1466	64	11	2016	7
1467	64	10	2017	5
1468	64	7	2018	9
1469	64	4	2019	1
1470	64	10	2020	1
1471	64	11	2021	12
1472	64	7	2022	8
1473	65	3	2000	3
1474	65	7	2001	13
1475	65	3	2002	7
1476	65	13	2003	2
1477	65	2	2004	1
1478	65	13	2005	10
1479	65	3	2006	14
1480	65	4	2007	13
1481	65	3	2008	8
1482	65	6	2009	2
1483	65	9	2010	4
1484	65	11	2011	4
1485	65	12	2012	6
1486	65	13	2013	2
1487	65	1	2014	0
1488	65	1	2015	11
1489	65	13	2016	15
1490	65	3	2017	0
1491	65	10	2018	15
1492	65	10	2019	2
1493	65	13	2020	15
1494	65	3	2021	12
1495	65	12	2022	12
1496	66	9	2000	5
1497	66	11	2001	0
1498	66	6	2002	15
1499	66	2	2003	0
1500	66	12	2004	12
1501	66	10	2005	3
1502	66	9	2006	14
1503	66	13	2007	11
1504	66	7	2008	15
1505	66	11	2009	8
1506	66	9	2010	8
1507	66	8	2011	4
1508	66	9	2012	15
1509	66	13	2013	5
1510	66	2	2014	3
1511	66	2	2015	9
1512	66	12	2016	11
1513	66	13	2017	11
1514	66	5	2018	13
1515	66	11	2019	4
1516	66	1	2020	7
1517	66	7	2021	10
1518	66	2	2022	4
1519	67	8	2000	1
1520	67	5	2001	14
1521	67	2	2002	2
1522	67	9	2003	6
1523	67	6	2004	8
1524	67	11	2005	2
1525	67	7	2006	9
1526	67	10	2007	12
1527	67	12	2008	10
1528	67	9	2009	11
1529	67	13	2010	5
1530	67	11	2011	15
1531	67	7	2012	12
1532	67	2	2013	7
1533	67	13	2014	7
1534	67	5	2015	15
1535	67	6	2016	10
1536	67	1	2017	7
1537	67	5	2018	13
1538	67	1	2019	15
1539	67	4	2020	8
1540	67	7	2021	6
1541	67	5	2022	1
1542	68	4	2000	2
1543	68	1	2001	3
1544	68	12	2002	13
1545	68	1	2003	1
1546	68	12	2004	15
1547	68	11	2005	2
1548	68	2	2006	12
1549	68	13	2007	11
1550	68	1	2008	12
1551	68	12	2009	13
1552	68	6	2010	4
1553	68	11	2011	10
1554	68	12	2012	13
1555	68	4	2013	11
1556	68	6	2014	6
1557	68	9	2015	13
1558	68	8	2016	13
1559	68	4	2017	9
1560	68	8	2018	13
1561	68	11	2019	4
1562	68	6	2020	5
1563	68	10	2021	10
1564	68	3	2022	5
1565	69	3	2000	13
1566	69	12	2001	2
1567	69	8	2002	12
1568	69	13	2003	6
1569	69	10	2004	3
1570	69	5	2005	2
1571	69	12	2006	11
1572	69	5	2007	7
1573	69	9	2008	2
1574	69	11	2009	11
1575	69	12	2010	11
1576	69	10	2011	4
1577	69	2	2012	12
1578	69	3	2013	1
1579	69	3	2014	12
1580	69	7	2015	3
1581	69	9	2016	10
1582	69	9	2017	10
1583	69	12	2018	8
1584	69	4	2019	13
1585	69	6	2020	12
1586	69	3	2021	15
1587	69	12	2022	5
1588	70	9	2000	9
1589	70	9	2001	3
1590	70	8	2002	5
1591	70	7	2003	7
1592	70	1	2004	0
1593	70	8	2005	2
1594	70	8	2006	3
1595	70	2	2007	3
1596	70	8	2008	7
1597	70	4	2009	10
1598	70	7	2010	10
1599	70	13	2011	14
1600	70	4	2012	11
1601	70	10	2013	13
1602	70	6	2014	10
1603	70	11	2015	1
1604	70	7	2016	1
1605	70	6	2017	8
1606	70	9	2018	14
1607	70	13	2019	10
1608	70	10	2020	0
1609	70	4	2021	10
1610	70	2	2022	12
1611	71	2	2000	11
1612	71	5	2001	3
1613	71	2	2002	2
1614	71	10	2003	6
1615	71	4	2004	0
1616	71	5	2005	7
1617	71	1	2006	5
1618	71	4	2007	7
1619	71	9	2008	15
1620	71	6	2009	13
1621	71	2	2010	2
1622	71	8	2011	13
1623	71	12	2012	5
1624	71	6	2013	6
1625	71	13	2014	7
1626	71	6	2015	10
1627	71	1	2016	5
1628	71	11	2017	3
1629	71	13	2018	9
1630	71	7	2019	5
1631	71	2	2020	15
1632	71	12	2021	4
1633	71	3	2022	5
1634	72	4	2000	15
1635	72	11	2001	12
1636	72	1	2002	10
1637	72	4	2003	3
1638	72	3	2004	15
1639	72	5	2005	2
1640	72	10	2006	9
1641	72	11	2007	9
1642	72	13	2008	4
1643	72	2	2009	13
1644	72	5	2010	0
1645	72	6	2011	8
1646	72	10	2012	10
1647	72	8	2013	5
1648	72	12	2014	5
1649	72	9	2015	6
1650	72	10	2016	3
1651	72	3	2017	9
1652	72	11	2018	2
1653	72	8	2019	8
1654	72	6	2020	6
1655	72	6	2021	10
1656	72	10	2022	13
1657	73	5	2000	3
1658	73	7	2001	11
1659	73	7	2002	0
1660	73	10	2003	15
1661	73	11	2004	3
1662	73	3	2005	11
1663	73	11	2006	10
1664	73	4	2007	3
1665	73	10	2008	9
1666	73	2	2009	9
1667	73	5	2010	6
1668	73	5	2011	3
1669	73	8	2012	10
1670	73	3	2013	7
1671	73	1	2014	11
1672	73	13	2015	5
1673	73	11	2016	0
1674	73	3	2017	13
1675	73	2	2018	7
1676	73	10	2019	10
1677	73	6	2020	2
1678	73	11	2021	4
1679	73	6	2022	3
1680	74	1	2000	8
1681	74	1	2001	8
1682	74	4	2002	10
1683	74	11	2003	1
1684	74	6	2004	5
1685	74	9	2005	4
1686	74	1	2006	14
1687	74	12	2007	2
1688	74	11	2008	15
1689	74	1	2009	0
1690	74	3	2010	12
1691	74	12	2011	3
1692	74	3	2012	10
1693	74	12	2013	9
1694	74	9	2014	4
1695	74	1	2015	5
1696	74	8	2016	3
1697	74	8	2017	10
1698	74	2	2018	3
1699	74	2	2019	9
1700	74	4	2020	1
1701	74	2	2021	14
1702	74	9	2022	14
1703	75	6	2000	8
1704	75	10	2001	8
1705	75	4	2002	15
1706	75	11	2003	8
1707	75	2	2004	0
1708	75	1	2005	1
1709	75	10	2006	2
1710	75	4	2007	10
1711	75	4	2008	3
1712	75	1	2009	13
1713	75	13	2010	7
1714	75	4	2011	12
1715	75	5	2012	4
1716	75	8	2013	4
1717	75	5	2014	1
1718	75	12	2015	6
1719	75	4	2016	1
1720	75	10	2017	3
1721	75	1	2018	6
1722	75	11	2019	5
1723	75	11	2020	5
1724	75	12	2021	9
1725	75	5	2022	15
1726	76	9	2000	7
1727	76	7	2001	10
1728	76	1	2002	10
1729	76	1	2003	2
1730	76	9	2004	8
1731	76	9	2005	2
1732	76	12	2006	6
1733	76	10	2007	13
1734	76	4	2008	5
1735	76	13	2009	0
1736	76	6	2010	3
1737	76	1	2011	6
1738	76	2	2012	3
1739	76	11	2013	2
1740	76	2	2014	6
1741	76	13	2015	5
1742	76	1	2016	14
1743	76	5	2017	11
1744	76	3	2018	0
1745	76	7	2019	8
1746	76	6	2020	9
1747	76	5	2021	7
1748	76	11	2022	3
1749	77	1	2000	8
1750	77	6	2001	9
1751	77	13	2002	12
1752	77	7	2003	4
1753	77	3	2004	5
1754	77	2	2005	4
1755	77	3	2006	1
1756	77	8	2007	4
1757	77	8	2008	0
1758	77	3	2009	1
1759	77	3	2010	11
1760	77	11	2011	2
1761	77	13	2012	1
1762	77	8	2013	0
1763	77	1	2014	14
1764	77	5	2015	1
1765	77	13	2016	14
1766	77	2	2017	2
1767	77	8	2018	14
1768	77	3	2019	15
1769	77	3	2020	2
1770	77	12	2021	11
1771	77	5	2022	13
1772	78	6	2000	14
1773	78	13	2001	14
1774	78	1	2002	14
1775	78	13	2003	6
1776	78	8	2004	7
1777	78	5	2005	8
1778	78	9	2006	9
1779	78	7	2007	13
1780	78	9	2008	8
1781	78	7	2009	12
1782	78	10	2010	6
1783	78	13	2011	15
1784	78	2	2012	7
1785	78	8	2013	9
1786	78	8	2014	13
1787	78	3	2015	1
1788	78	3	2016	10
1789	78	3	2017	5
1790	78	13	2018	4
1791	78	12	2019	7
1792	78	13	2020	5
1793	78	4	2021	10
1794	78	2	2022	12
1795	79	7	2000	0
1796	79	12	2001	12
1797	79	2	2002	12
1798	79	9	2003	9
1799	79	10	2004	0
1800	79	8	2005	10
1801	79	8	2006	10
1802	79	7	2007	14
1803	79	12	2008	3
1804	79	9	2009	11
1805	79	3	2010	14
1806	79	10	2011	12
1807	79	2	2012	0
1808	79	4	2013	12
1809	79	2	2014	1
1810	79	11	2015	9
1811	79	12	2016	5
1812	79	13	2017	3
1813	79	1	2018	2
1814	79	1	2019	12
1815	79	10	2020	5
1816	79	10	2021	13
1817	79	9	2022	14
1818	80	4	2000	13
1819	80	2	2001	4
1820	80	10	2002	12
1821	80	8	2003	3
1822	80	6	2004	0
1823	80	11	2005	14
1824	80	11	2006	1
1825	80	13	2007	8
1826	80	2	2008	0
1827	80	3	2009	12
1828	80	8	2010	13
1829	80	3	2011	6
1830	80	3	2012	11
1831	80	10	2013	15
1832	80	8	2014	11
1833	80	2	2015	3
1834	80	7	2016	10
1835	80	10	2017	15
1836	80	1	2018	15
1837	80	11	2019	2
1838	80	7	2020	14
1839	80	6	2021	11
1840	80	12	2022	13
1841	81	4	2000	13
1842	81	4	2001	12
1843	81	5	2002	0
1844	81	9	2003	13
1845	81	6	2004	9
1846	81	1	2005	0
1847	81	7	2006	0
1848	81	7	2007	14
1849	81	2	2008	10
1850	81	4	2009	6
1851	81	7	2010	2
1852	81	2	2011	1
1853	81	2	2012	0
1854	81	13	2013	15
1855	81	7	2014	7
1856	81	9	2015	7
1857	81	8	2016	11
1858	81	10	2017	3
1859	81	9	2018	13
1860	81	7	2019	2
1861	81	13	2020	2
1862	81	3	2021	5
1863	81	4	2022	6
1864	82	7	2000	7
1865	82	7	2001	9
1866	82	11	2002	7
1867	82	11	2003	7
1868	82	6	2004	5
1869	82	9	2005	9
1870	82	13	2006	7
1871	82	10	2007	8
1872	82	12	2008	9
1873	82	11	2009	12
1874	82	5	2010	15
1875	82	5	2011	0
1876	82	8	2012	14
1877	82	1	2013	5
1878	82	1	2014	1
1879	82	12	2015	1
1880	82	2	2016	3
1881	82	6	2017	6
1882	82	12	2018	1
1883	82	4	2019	14
1884	82	3	2020	3
1885	82	6	2021	8
1886	82	3	2022	13
1887	83	13	2000	3
1888	83	7	2001	0
1889	83	6	2002	8
1890	83	7	2003	10
1891	83	10	2004	15
1892	83	2	2005	14
1893	83	7	2006	4
1894	83	4	2007	2
1895	83	4	2008	1
1896	83	11	2009	15
1897	83	3	2010	14
1898	83	6	2011	7
1899	83	3	2012	8
1900	83	8	2013	15
1901	83	4	2014	1
1902	83	7	2015	10
1903	83	12	2016	8
1904	83	12	2017	11
1905	83	1	2018	9
1906	83	9	2019	10
1907	83	7	2020	1
1908	83	12	2021	12
1909	83	8	2022	11
1910	84	9	2000	11
1911	84	4	2001	11
1912	84	6	2002	0
1913	84	11	2003	8
1914	84	9	2004	2
1915	84	1	2005	4
1916	84	7	2006	1
1917	84	3	2007	6
1918	84	11	2008	10
1919	84	3	2009	9
1920	84	6	2010	12
1921	84	7	2011	14
1922	84	3	2012	14
1923	84	10	2013	9
1924	84	7	2014	5
1925	84	13	2015	2
1926	84	4	2016	15
1927	84	11	2017	2
1928	84	8	2018	2
1929	84	11	2019	2
1930	84	12	2020	2
1931	84	3	2021	9
1932	84	11	2022	7
1933	85	10	2000	5
1934	85	13	2001	15
1935	85	5	2002	14
1936	85	9	2003	4
1937	85	5	2004	1
1938	85	7	2005	3
1939	85	12	2006	11
1940	85	10	2007	7
1941	85	2	2008	1
1942	85	8	2009	14
1943	85	9	2010	3
1944	85	3	2011	2
1945	85	4	2012	15
1946	85	8	2013	5
1947	85	4	2014	5
1948	85	8	2015	6
1949	85	12	2016	12
1950	85	6	2017	5
1951	85	13	2018	7
1952	85	8	2019	13
1953	85	6	2020	15
1954	85	13	2021	1
1955	85	8	2022	9
1956	86	7	2000	7
1957	86	3	2001	1
1958	86	3	2002	15
1959	86	3	2003	6
1960	86	10	2004	4
1961	86	7	2005	0
1962	86	9	2006	11
1963	86	9	2007	14
1964	86	3	2008	9
1965	86	7	2009	9
1966	86	12	2010	9
1967	86	7	2011	7
1968	86	1	2012	12
1969	86	11	2013	1
1970	86	8	2014	1
1971	86	6	2015	6
1972	86	4	2016	15
1973	86	12	2017	9
1974	86	5	2018	9
1975	86	3	2019	9
1976	86	7	2020	8
1977	86	2	2021	2
1978	86	13	2022	14
1979	87	12	2000	2
1980	87	12	2001	11
1981	87	1	2002	11
1982	87	6	2003	7
1983	87	7	2004	10
1984	87	4	2005	1
1985	87	10	2006	1
1986	87	4	2007	8
1987	87	12	2008	7
1988	87	3	2009	13
1989	87	6	2010	14
1990	87	4	2011	12
1991	87	13	2012	9
1992	87	2	2013	13
1993	87	2	2014	9
1994	87	2	2015	15
1995	87	1	2016	11
1996	87	11	2017	10
1997	87	7	2018	7
1998	87	10	2019	7
1999	87	9	2020	3
2000	87	3	2021	7
2001	87	9	2022	10
2002	88	2	2000	2
2003	88	12	2001	2
2004	88	9	2002	2
2005	88	4	2003	6
2006	88	9	2004	13
2007	88	12	2005	14
2008	88	3	2006	8
2009	88	1	2007	7
2010	88	13	2008	9
2011	88	5	2009	7
2012	88	1	2010	6
2013	88	3	2011	4
2014	88	3	2012	10
2015	88	6	2013	2
2016	88	8	2014	7
2017	88	3	2015	13
2018	88	12	2016	3
2019	88	5	2017	5
2020	88	2	2018	10
2021	88	3	2019	2
2022	88	12	2020	14
2023	88	10	2021	9
2024	88	10	2022	13
2025	89	10	2000	15
2026	89	1	2001	7
2027	89	1	2002	12
2028	89	6	2003	9
2029	89	8	2004	6
2030	89	5	2005	13
2031	89	7	2006	2
2032	89	11	2007	2
2033	89	6	2008	15
2034	89	11	2009	11
2035	89	9	2010	8
2036	89	6	2011	10
2037	89	8	2012	1
2038	89	8	2013	4
2039	89	7	2014	0
2040	89	6	2015	9
2041	89	7	2016	5
2042	89	4	2017	8
2043	89	4	2018	1
2044	89	11	2019	11
2045	89	7	2020	6
2046	89	2	2021	14
2047	89	7	2022	4
2048	90	13	2000	0
2049	90	11	2001	12
2050	90	10	2002	8
2051	90	10	2003	3
2052	90	2	2004	4
2053	90	11	2005	15
2054	90	9	2006	3
2055	90	5	2007	4
2056	90	9	2008	6
2057	90	5	2009	7
2058	90	7	2010	0
2059	90	9	2011	12
2060	90	2	2012	4
2061	90	3	2013	0
2062	90	2	2014	5
2063	90	6	2015	11
2064	90	2	2016	8
2065	90	4	2017	6
2066	90	1	2018	7
2067	90	11	2019	4
2068	90	5	2020	6
2069	90	2	2021	15
2070	90	6	2022	2
2071	91	8	2000	2
2072	91	1	2001	2
2073	91	8	2002	2
2074	91	2	2003	1
2075	91	3	2004	10
2076	91	8	2005	0
2077	91	7	2006	2
2078	91	10	2007	12
2079	91	10	2008	7
2080	91	10	2009	8
2081	91	8	2010	10
2082	91	3	2011	8
2083	91	5	2012	10
2084	91	9	2013	3
2085	91	4	2014	1
2086	91	10	2015	2
2087	91	11	2016	14
2088	91	2	2017	2
2089	91	6	2018	3
2090	91	6	2019	5
2091	91	12	2020	14
2092	91	6	2021	1
2093	91	8	2022	7
2094	92	8	2000	7
2095	92	8	2001	5
2096	92	11	2002	2
2097	92	13	2003	12
2098	92	5	2004	15
2099	92	7	2005	13
2100	92	3	2006	13
2101	92	12	2007	11
2102	92	13	2008	7
2103	92	3	2009	0
2104	92	4	2010	9
2105	92	1	2011	13
2106	92	12	2012	5
2107	92	1	2013	10
2108	92	7	2014	10
2109	92	11	2015	0
2110	92	5	2016	7
2111	92	5	2017	6
2112	92	8	2018	9
2113	92	12	2019	10
2114	92	12	2020	8
2115	92	3	2021	0
2116	92	3	2022	5
2117	93	9	2000	13
2118	93	13	2001	7
2119	93	5	2002	13
2120	93	2	2003	3
2121	93	12	2004	3
2122	93	7	2005	10
2123	93	3	2006	11
2124	93	4	2007	1
2125	93	13	2008	14
2126	93	2	2009	5
2127	93	8	2010	4
2128	93	8	2011	12
2129	93	6	2012	0
2130	93	1	2013	7
2131	93	11	2014	13
2132	93	3	2015	4
2133	93	13	2016	11
2134	93	8	2017	14
2135	93	7	2018	10
2136	93	12	2019	14
2137	93	5	2020	0
2138	93	8	2021	14
2139	93	9	2022	7
2140	94	5	2000	4
2141	94	3	2001	8
2142	94	8	2002	1
2143	94	8	2003	3
2144	94	1	2004	2
2145	94	8	2005	8
2146	94	9	2006	0
2147	94	7	2007	9
2148	94	3	2008	11
2149	94	7	2009	7
2150	94	11	2010	2
2151	94	8	2011	11
2152	94	10	2012	2
2153	94	5	2013	1
2154	94	7	2014	4
2155	94	8	2015	2
2156	94	11	2016	1
2157	94	7	2017	6
2158	94	6	2018	10
2159	94	1	2019	10
2160	94	11	2020	10
2161	94	6	2021	2
2162	94	13	2022	0
2163	95	1	2000	3
2164	95	2	2001	12
2165	95	10	2002	9
2166	95	9	2003	3
2167	95	5	2004	12
2168	95	10	2005	2
2169	95	5	2006	4
2170	95	7	2007	5
2171	95	9	2008	3
2172	95	1	2009	14
2173	95	9	2010	4
2174	95	4	2011	4
2175	95	3	2012	0
2176	95	10	2013	7
2177	95	3	2014	0
2178	95	7	2015	13
2179	95	13	2016	0
2180	95	7	2017	0
2181	95	3	2018	14
2182	95	3	2019	13
2183	95	12	2020	13
2184	95	6	2021	9
2185	95	11	2022	5
2186	96	12	2000	7
2187	96	9	2001	4
2188	96	10	2002	15
2189	96	9	2003	8
2190	96	3	2004	14
2191	96	4	2005	9
2192	96	9	2006	11
2193	96	6	2007	9
2194	96	3	2008	12
2195	96	6	2009	3
2196	96	10	2010	7
2197	96	7	2011	6
2198	96	6	2012	7
2199	96	6	2013	15
2200	96	5	2014	9
2201	96	13	2015	2
2202	96	9	2016	1
2203	96	7	2017	14
2204	96	4	2018	10
2205	96	5	2019	14
2206	96	9	2020	4
2207	96	2	2021	13
2208	96	12	2022	13
2209	97	7	2000	8
2210	97	2	2001	7
2211	97	1	2002	2
2212	97	9	2003	2
2213	97	2	2004	4
2214	97	3	2005	2
2215	97	12	2006	10
2216	97	2	2007	4
2217	97	12	2008	2
2218	97	10	2009	4
2219	97	12	2010	7
2220	97	13	2011	0
2221	97	4	2012	12
2222	97	10	2013	15
2223	97	6	2014	6
2224	97	6	2015	9
2225	97	2	2016	1
2226	97	10	2017	0
2227	97	4	2018	1
2228	97	3	2019	8
2229	97	5	2020	14
2230	97	5	2021	6
2231	97	11	2022	8
2232	98	11	2000	2
2233	98	5	2001	8
2234	98	13	2002	5
2235	98	4	2003	15
2236	98	12	2004	10
2237	98	13	2005	9
2238	98	11	2006	3
2239	98	11	2007	11
2240	98	11	2008	7
2241	98	10	2009	5
2242	98	4	2010	15
2243	98	2	2011	10
2244	98	6	2012	15
2245	98	5	2013	4
2246	98	1	2014	2
2247	98	4	2015	2
2248	98	7	2016	5
2249	98	3	2017	8
2250	98	1	2018	8
2251	98	9	2019	3
2252	98	9	2020	8
2253	98	10	2021	11
2254	98	3	2022	4
2255	99	8	2000	6
2256	99	12	2001	15
2257	99	2	2002	10
2258	99	7	2003	2
2259	99	6	2004	0
2260	99	2	2005	0
2261	99	12	2006	14
2262	99	10	2007	10
2263	99	4	2008	10
2264	99	10	2009	9
2265	99	1	2010	10
2266	99	12	2011	12
2267	99	6	2012	14
2268	99	7	2013	9
2269	99	5	2014	12
2270	99	13	2015	3
2271	99	3	2016	10
2272	99	10	2017	0
2273	99	11	2018	9
2274	99	10	2019	12
2275	99	1	2020	7
2276	99	11	2021	11
2277	99	7	2022	9
2278	100	4	2000	6
2279	100	12	2001	9
2280	100	5	2002	3
2281	100	11	2003	1
2282	100	4	2004	11
2283	100	5	2005	3
2284	100	5	2006	10
2285	100	8	2007	8
2286	100	11	2008	13
2287	100	2	2009	0
2288	100	6	2010	10
2289	100	1	2011	6
2290	100	9	2012	13
2291	100	9	2013	13
2292	100	6	2014	11
2293	100	1	2015	15
2294	100	11	2016	1
2295	100	5	2017	11
2296	100	12	2018	15
2297	100	2	2019	0
2298	100	4	2020	3
2299	100	1	2021	14
2300	100	3	2022	3
2301	101	3	2000	0
2302	101	10	2001	1
2303	101	10	2002	6
2304	101	7	2003	12
2305	101	5	2004	0
2306	101	3	2005	1
2307	101	10	2006	10
2308	101	10	2007	13
2309	101	5	2008	0
2310	101	2	2009	13
2311	101	13	2010	1
2312	101	8	2011	13
2313	101	3	2012	1
2314	101	3	2013	9
2315	101	11	2014	14
2316	101	1	2015	10
2317	101	12	2016	4
2318	101	5	2017	12
2319	101	4	2018	3
2320	101	5	2019	14
2321	101	11	2020	9
2322	101	2	2021	3
2323	101	2	2022	2
2324	102	6	2000	11
2325	102	2	2001	5
2326	102	11	2002	15
2327	102	2	2003	5
2328	102	6	2004	14
2329	102	1	2005	8
2330	102	8	2006	7
2331	102	7	2007	14
2332	102	8	2008	1
2333	102	12	2009	15
2334	102	11	2010	0
2335	102	11	2011	1
2336	102	7	2012	9
2337	102	8	2013	3
2338	102	9	2014	2
2339	102	7	2015	1
2340	102	12	2016	6
2341	102	4	2017	10
2342	102	12	2018	5
2343	102	12	2019	12
2344	102	10	2020	8
2345	102	5	2021	2
2346	102	6	2022	12
2347	103	1	2000	11
2348	103	8	2001	6
2349	103	9	2002	7
2350	103	13	2003	6
2351	103	5	2004	11
2352	103	1	2005	10
2353	103	11	2006	1
2354	103	11	2007	15
2355	103	2	2008	6
2356	103	9	2009	15
2357	103	9	2010	10
2358	103	3	2011	5
2359	103	12	2012	7
2360	103	2	2013	4
2361	103	5	2014	5
2362	103	3	2015	11
2363	103	9	2016	8
2364	103	5	2017	5
2365	103	8	2018	12
2366	103	13	2019	3
2367	103	4	2020	5
2368	103	11	2021	5
2369	103	3	2022	11
2370	104	5	2000	7
2371	104	4	2001	2
2372	104	2	2002	6
2373	104	13	2003	4
2374	104	2	2004	1
2375	104	12	2005	2
2376	104	4	2006	6
2377	104	4	2007	10
2378	104	9	2008	12
2379	104	4	2009	13
2380	104	7	2010	13
2381	104	5	2011	15
2382	104	8	2012	1
2383	104	9	2013	10
2384	104	1	2014	3
2385	104	1	2015	8
2386	104	8	2016	10
2387	104	9	2017	2
2388	104	1	2018	5
2389	104	8	2019	2
2390	104	8	2020	4
2391	104	7	2021	8
2392	104	3	2022	5
2393	105	6	2000	2
2394	105	5	2001	6
2395	105	8	2002	5
2396	105	11	2003	10
2397	105	13	2004	0
2398	105	11	2005	0
2399	105	13	2006	2
2400	105	13	2007	8
2401	105	6	2008	6
2402	105	3	2009	0
2403	105	10	2010	3
2404	105	1	2011	4
2405	105	11	2012	10
2406	105	12	2013	6
2407	105	7	2014	11
2408	105	6	2015	2
2409	105	5	2016	15
2410	105	12	2017	5
2411	105	7	2018	1
